0;25.25049273335425;initial
1.0;25.112989209604315;MB#1-E01
2.0;22.684648471636127;MN#1-E01
3.0;22.401476420231255;MB#2-E02
4.0;20.929537268045852;MN#2-E02 -- blackout -500,000$
5.0;20.786607847295162;MB#3-E03
6.0;16.30197839408094;MN#3-E03
7.0;15.551497993440252;MB#4-E04
8.0;11.013322673425447;MN#4-E04
9.0;9.893301530860564;MB#5-E05
10.0;8.285402218862249;MN#5-E05
11.0;7.857980995127572;MB#6-E06
12.0;7.366322214245816;MN#6-E06
13.0;7.366322214245816;MB#7-E07
14.0;6.392317422778761;MN#7-E07
15.0;5.523561956057013;MB#8-E08
16.0;2.0;MN#8-E08
17.0;2.0;MB#9-E09 -- sold for +150,000$
18.0;1.0;MN#9-E09
19.0;1.0;MB#10-E10 -- sold +150,000$
20.0;0.0;MN#10-E10
