1.0;27.420417734796562;MB#1-E03
2.0;25.008481026737112;MN#1-E04
3.0;24.694436693601848;MB#2-E05
4.0;22.687652264266163;MN#2-E06
5.0;22.5690186102425;MB#3-E06
5.199999809265137;22.416716104922052;MB#3.1-E07
6.0;16.343272480005897;MN#3-E08
7.0;15.657904564946303;MB#4-E09
8.0;14.224529319402984;MN#4-E10
9.0;8.184875342908283;MB#5-E11
10.0;6.845490050944375;MN#5-E12
11.0;5.930737337562887;MB#6-E13
12.0;4.247927513443585;MN#6-E14
13.0;4.169925001442312;MB#7-E15
14.0;1.584962500721156;MN#7-E16
16.0;1.584962500721156;MN#8-E18
17.0;1.584962500721156;MB#9-E18
18.0;1.584962500721156;MN#9-E19
19.0;1.584962500721156;MB#10-E19
20.0;1.0;MN#10-E20
22.0;0.0;MN#11-E21 -- Reunion
