1.0;24.960986116159265;MB#1-E03
2.0;20.96843055413866;MN#1-E04
3.0;20.400746044849342;MB#2-E05
4.0;18.34758676783086;MN#2-E06
5.0;18.181608463440128;MB#3-E07
6.0;16.08597031219395;MN#3-E08
7.0;15.713171684314805;MB#4-E09
8.0;10.632086412835182;MN#4-E10
9.0;10.426264754702098;MB#5-E11
10.0;8.842350343413807;MN#5-E12
11.0;8.361943773735241;MB#6-E13
12.0;6.658211482751795;MN#6-E14
13.0;3.700439718141092;MB#7-E15
14.0;1.584962500721156;MN#7-E16
15.0;1.584962500721156;MB#8-E17
16.0;0.0;MN#8-E18 -- Blackout
17.0;0.0;MB#9-E19
18.0;0.0;MN#9-E20
19.0;0.0;MB#10-E21
20.0;0.0;MN#10-E22
