1.0;24.960986116159265;MB#1-E02
2.0;20.96843055413866;MN#1-E02
3.0;20.85549357223958;MB#2-E04
4.0;18.952223663936586;MN#2-E04
5.0;18.55146044232582;MB#3-E06
6.0;16.892495383759368;MN#3-E06
7.0;16.892495383759368;MB#4-E08 -- verkauft
8.0;14.720137356354213;MN#4-E08
9.0;13.466586337719244;MB#5-E10
10.0;10.909893083770042;MN#5-E10
11.0;10.860311054919482;MB#6-E12
12.0;4.247927513443585;MN#6-E12
13.0;3.321928094887362;MB#7-E14
14.0;2.584962500721156;MN#7-E14
15.0;2.584962500721156;MB#8-E16
16.0;2.584962500721156;MN#8-E16
17.0;2.584962500721156;MB#9-E18
18.0;2.584962500721156;MN#9-E18
19.0;2.584962500721156;MB#10-E20
20.0;2.584962500721156;MN#10-E20
22.0;0.0;MN#11-reunion
